1763371727223624418,80857163021,A,95755.25000000,0.00012000
1763371727223624418,80857163021,A,95810.80000000,0.00000000
1763371727223624418,80857163021,A,95821.63000000,0.02870000
1763371727223624418,80857163021,A,96175.50000000,0.00000000
1763371727223624418,80857163021,A,96178.59000000,0.57151000
1763371727326330450,80857163041,A,95748.56000000,0.71041000
1763371727326330450,80857163041,A,95748.57000000,0.00100000
1763371727326330450,80857163041,A,95755.05000000,0.04044000
1763371727326330450,80857163041,A,95755.08000000,0.00695000
1763371727326330450,80857163041,A,95755.24000000,0.00000000
1763371727326330450,80857163041,A,95755.25000000,0.00000000
1763371727326330450,80857163041,A,95755.75000000,0.07841000
1763371727326330450,80857163041,A,95755.83000000,0.00006000
1763371727326330450,80857163041,A,95758.14000000,0.29256000
1763371727326330450,80857163041,A,96676.99000000,0.00000000
1763371727423583066,80857163138,A,95748.56000000,0.33056000
1763371727423583066,80857163138,A,95750.47000000,0.00038000
1763371727423583066,80857163138,A,95750.48000000,0.00026000
1763371727423583066,80857163138,A,95754.31000000,0.00000000
1763371727423583066,80857163138,A,95755.05000000,0.00018000
